listing_id,name,host_id,host_name,location_id,city,neighbourhood,room_id,room_type,price_per_day,Number_of_host_listings,max_guest
57754,Stylish Large Gramercy Loft!,307962,R,3702659694,Manhattan,Flatiron District,36038,Entire home/apt,305,1,1
57874,The Brownstone-Luxury 1 Bd Apt/NYC,308652,Simon,3703151811,Manhattan,Harlem,36028,Entire home/apt,155,2,2
58059,PRIVATE Room on Historic Sugar Hill,310458,Agnes,3704185899,Manhattan,Harlem,36035,Private room,60,2,7
58062,South Slope Green,295128,Linda,3704190127,Brooklyn,Windsor Terrace,36049,Private room,135,1,3
58467,"17 Flr. Manhattan Views, Nr. Subway",310670,Dave,3706460061,Manhattan,Roosevelt Island,36036,Private room,120,1,8
59014,"Spacious 1BR, Adorable Clean Quiet",311286,Drica,3708511732,Manhattan,Lower East Side,36041,Entire home/apt,150,1,2
59121,"Nice, clean, safe, convenient 3BR",312288,Mark,3708903045,Queens,Ridgewood,36046,Entire home/apt,140,5,4
59642,Franklin St Flat in Trendy Greenpoint Brooklyn,312722,Betty,3708944827,Brooklyn,Greenpoint,35057,Entire home/apt,135,1,10
59709,"Artistic, Cozy, and Spacious w/ Patio! Sleeps 5",146944,Ricardo & Ashlie,3709615746,Manhattan,Chinatown,35087,Entire home/apt,250,2,4
59855,One bedroom Apt. in NYC,313317,Leslie,3709767981,Manhattan,Midtown,35033,Entire home/apt,250,1,5
60164,"Beautiful, elegant 3 bed SOHO loft",314256,Harrison,3710273988,Manhattan,SoHo,35058,Entire home/apt,500,1,8
60457,Spacious Greenwich Village Apt,314582,Jessica,3713452241,Manhattan,Greenwich Village,35056,Entire home/apt,225,1,1
60611,SpaHa Studio Monthly Rental,7310,Blanca,3713898217,Manhattan,East Harlem,35179,Entire home/apt,125,2,2
60666,City Room - Private Luxury Suite,317809,Wayne,3715249215,Manhattan,Harlem,35622,Private room,92,5,2
60673,Private Room/bath Luxurious Harlem,319092,Cynthia,3715436359,Manhattan,Harlem,35053,Private room,175,1,4
60680,The gem of the East Village,320422,Mich,3715891138,Manhattan,East Village,35098,Entire home/apt,99,1,3
60794,"Bright and spacious, garden below!",320450,Rachel,3720358336,Manhattan,Upper West Side,35619,Entire home/apt,195,1,2
60948,ACCOMMODATIONS GALORE #2,320761,Laurine,3720384155,Manhattan,East Harlem,35541,Entire home/apt,140,3,2
61167,Colorful Private One Bedroom Apt,320538,Greta,3720682554,Manhattan,Little Italy,35670,Entire home/apt,135,1,14
61224,Huge Chelsea Loft,321756,Frank,3722423668,Manhattan,Chelsea,35077,Entire home/apt,500,1,4
61406,Great room in great location,321934,Bethania,3723312535,Manhattan,Harlem,35621,Private room,80,2,9
61492,Exclusive Room with Private Bath in  LES,322884,Tunji,3723335242,Manhattan,Chinatown,35540,Private room,120,2,3
61509,"Quiet, clean midtown apt w. elevato",322716,Anna/Fonzy,3726732147,Manhattan,Midtown,35083,Entire home/apt,110,1,10
62095,BK Sweet Suite w/Kitchen&FullBath,324460,Colette&Sean,3726764279,Brooklyn,East Flatbush,35070,Entire home/apt,65,1,3
62427,Great East Village Apartment Rental,314941,Brie,3727712512,Manhattan,East Village,35019,Entire home/apt,130,1,2
62430,BROWNSTONE SUNDRENCHED BEAUTY,325389,Sheila,3728459637,Brooklyn,Bushwick,35055,Entire home/apt,99,1,2
62452,A SpeciaL!! Private Room in NY,136227,Lissette,3728879926,Staten Island,Tompkinsville,36303,Private room,36,6,2
62461,B NYC Staten Alternative...,327673,Lissette,3728884217,Staten Island,Tompkinsville,36353,Private room,37,6,3
62787,C Private Room By The Ferry,329436,Lissette,3729323858,Staten Island,Tompkinsville,36345,Private room,37,6,9
62891,Smallest House In The Village,101597,Olivia,3729754558,Manhattan,East Village,36371,Entire home/apt,175,2,3
62903,Beautiful modern studio apartment in heart of NYC,330347,Daniel,3729768983,Manhattan,Chelsea,36350,Entire home/apt,205,2,2
62925,Beautiful Landmarked Duplex,332189,Maya,3731003001,Brooklyn,Greenpoint,36362,Entire home/apt,285,3,2
63299,BROOKLYN > Guest Room w/ Queen Bed in Williamsburg,323517,Scott,3731389852,Brooklyn,Williamsburg,36361,Private room,59,2,5
63320,D Private Che@p Room 2 Explore NYC,338454,Lissette,3736083076,Staten Island,Tompkinsville,36352,Private room,36,6,1
63360,Safe cute near subway& Manhattan NY NY retro style,240427,Dennis & Naoko,3736684097,Queens,Astoria,36761,Entire home/apt,99,1,8
63546,Large and Cozy Private Bedroom,342054,Antonín,3736994600,Brooklyn,Kensington,36767,Private room,39,2,2
63573,Small tidy bedroom in duplex,282655,Emily,3738006446,Brooklyn,Park Slope,36773,Private room,60,2,2
63588,LL3,343250,Carol Gloria,3738844984,Bronx,Clason Point,36785,Private room,90,7,2
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
